chrom	start	end
chr6	138420000	138740000
chr6	138760000	138900000
chr6	138920000	139100000
chr6	139120000	139680000
chr6	139700000	140300000
chr6	140320000	140760000
chr6	140780000	141280000
chr6	141300000	141920000
chr6	141940000	142440000
chr6	142460000	142760000
chr6	142780000	143360000
chr6	143380000	143800000
chr6	143820000	144380000
chr6	144400000	144860000
chr6	144880000	145540000
chr6	145560000	146080000
chr6	146100000	146240000
chr6	146260000	147100000
chr6	147120000	147700000
chr6	147720000	148460000
chr6	148480000	148840000
chr6	148860000	149320000
chr6	149340000	149860000
chr6	149880000	150360000
chr6	150380000	150680000
chr6	150700000	151140000
chr6	151160000	151820000
chr6	151840000	152780000
chr6	152800000	153040000
chr6	153060000	153320000
chr6	153340000	154420000
chr6	154440000	154600000
chr6	154620000	154960000
chr6	154980000	155160000
chr6	155180000	155640000
chr6	155660000	156840000
chr6	156860000	157720000
chr6	157740000	158120000
chr6	158140000	158580000
chr6	158600000	159100000
chr6	159120000	159440000
chr6	159460000	159560000
chr6	159580000	160080000
chr6	160100000	160500000
chr6	160520000	161060000
chr6	161080000	161340000
chr6	161360000	161820000
chr6	161840000	162140000
chr6	162160000	163420000
chr6	163440000	163540000
chr6	163560000	164460000
chr6	164480000	165640000
chr6	165660000	166260000
chr6	166280000	166540000
chr6	166560000	167040000
chr6	167060000	167120000
chr6	167140000	167540000
chr6	167560000	167780000
chr6	168060000	168320000
chr6	168340000	168540000
chr6	168560000	168740000
chr6	168760000	169300000
chr6	169320000	170120000
chr6	170140000	170600000
chr7	940000	1220000
chr7	1240000	1540000
chr7	1560000	2420000
chr7	2440000	2760000
chr7	2780000	2860000
chr7	2880000	3300000
chr7	3320000	4640000
chr7	4660000	4780000
chr7	4800000	5220000
chr7	5240000	5540000
chr7	5560000	5820000
chr7	5840000	6500000
chr7	6520000	6960000
chr7	6980000	7460000
chr7	7480000	7620000
chr7	7640000	8400000
chr7	8420000	8780000
chr7	8800000	10460000
chr7	10480000	10960000
chr7	10980000	11400000
chr7	11420000	11880000
chr7	11900000	12080000
chr7	12100000	12540000
chr7	12560000	12660000
chr7	12680000	13300000
chr7	13320000	14020000
chr7	14040000	14720000
chr7	14740000	15060000
chr7	15080000	15320000
chr7	15340000	15760000
chr7	15780000	16120000
chr7	16140000	16680000
chr7	16700000	17000000
chr7	17020000	17720000
chr7	17740000	18380000
chr7	18400000	18620000
chr7	18640000	19140000
chr7	19160000	19720000
chr7	19740000	20220000
chr7	20240000	20340000
chr7	20360000	20700000
chr7	20720000	21280000
chr7	21300000	21840000
chr7	21860000	22100000
chr7	22120000	22540000
chr7	22560000	23260000
chr7	23280000	23580000
chr7	23600000	23760000
chr7	23780000	24380000
chr7	24400000	24800000
chr7	24820000	25200000
chr7	25220000	25620000
chr7	25640000	25900000
chr7	25920000	26400000
chr7	26420000	26720000
chr7	26740000	26860000
chr7	26880000	27200000
chr7	27220000	27640000
chr7	27660000	28160000
chr7	28180000	28900000
chr7	28920000	29600000
chr7	29620000	30140000
chr7	30160000	30640000
chr7	30660000	30820000
chr7	30840000	31000000
chr7	31020000	31140000
chr7	31160000	31760000
chr7	31780000	32220000
chr7	32240000	32540000
chr7	32560000	33180000
chr7	33200000	34020000
chr7	34040000	34740000
chr7	34760000	35080000
chr7	35100000	35680000
chr7	35700000	35940000
chr7	35960000	36460000
chr7	36480000	37260000
chr7	37280000	37900000
chr7	37920000	38100000
chr7	38120000	38420000
chr7	38440000	38780000
chr7	38800000	39580000
chr7	39600000	40200000
chr7	40220000	41920000
chr7	41940000	42920000
chr7	42940000	43500000
chr7	43520000	43600000
chr7	43620000	43980000
chr7	44000000	44580000
chr7	44600000	45180000
chr7	45200000	45920000
chr7	45940000	46400000
chr7	46420000	47260000
chr7	47280000	47980000
chr7	48000000	48200000
chr7	48220000	49020000
chr7	49040000	49960000
chr7	49980000	50080000
chr7	50100000	50500000
chr7	50520000	50740000
chr7	50760000	51220000
chr7	51240000	51460000
chr7	51480000	54780000
chr7	54800000	55340000
chr7	55360000	55480000
chr7	55500000	55660000
chr7	55680000	56140000
chr7	56160000	56420000
chr7	56440000	57080000
chr7	57100000	57300000
chr7	57320000	57920000
chr7	62940000	63620000
chr7	63640000	64120000
chr7	64140000	64340000
chr7	64360000	65160000
chr7	65180000	65440000
chr7	65460000	65980000
chr7	66000000	66500000
chr7	66520000	66800000
chr7	66820000	70240000
chr7	70260000	71220000
chr7	71240000	72260000
chr7	72280000	72420000
chr7	72640000	72900000
chr7	72920000	73160000
chr7	73180000	73440000
chr7	73460000	73580000
chr7	73600000	73800000
chr7	73820000	74180000
chr7	75040000	75420000
chr7	75440000	75660000
chr7	75680000	75780000
chr7	75800000	76000000
chr7	76020000	76260000
chr7	76280000	76740000
chr7	76760000	76940000
chr7	76960000	77260000
chr7	77280000	77660000
chr7	77680000	78860000
chr7	78880000	79680000
chr7	79700000	80080000
chr7	80100000	80320000
chr7	80340000	81100000
chr7	81120000	81640000
chr7	81660000	82360000
chr7	82380000	83000000
chr7	83020000	83540000
chr7	83560000	84640000
chr7	84660000	85120000
chr7	85140000	85480000
chr7	85500000	86100000
chr7	86120000	86520000
chr7	86540000	86860000
chr7	86880000	87040000
chr7	87060000	87460000
chr7	87480000	87820000
chr7	87840000	89740000
chr7	89760000	90040000
chr7	90060000	90680000
chr7	90700000	91480000
chr7	91500000	91760000
chr7	91780000	92180000
chr7	92200000	92800000
chr7	92820000	94040000
chr7	94060000	94840000
chr7	94860000	95140000
chr7	95160000	95320000
chr7	95340000	95500000
chr7	95520000	95700000
chr7	95720000	96040000
chr7	96060000	96680000
chr7	96700000	97520000
chr7	97540000	97600000
chr7	97620000	97860000
chr7	97880000	98040000
chr7	98060000	98500000
chr7	98520000	99000000
chr7	99020000	99700000
chr7	99720000	100000000
chr7	100020000	100460000
chr7	100480000	100740000
chr7	100760000	100940000
chr7	100960000	101180000
chr7	101200000	101900000
chr7	101920000	102100000
chr7	102320000	102720000
chr7	102740000	102940000
chr7	102960000	103060000
chr7	103080000	103840000
chr7	103860000	104540000
chr7	104560000	105220000
chr7	105240000	105700000
chr7	105720000	105780000
chr7	105800000	106160000
chr7	106180000	106400000
chr7	106420000	106800000
chr7	106820000	107100000
chr7	107120000	107540000
chr7	107560000	107800000
chr7	107820000	108180000
chr7	108200000	108600000
chr7	108620000	109500000
chr7	109520000	110140000
chr7	110160000	110700000
chr7	110720000	111380000
chr7	111400000	112120000
chr7	112140000	112560000
chr7	112580000	113060000
chr7	113080000	113360000
chr7	113380000	113640000
chr7	113660000	114460000
chr7	114480000	115520000
chr7	115540000	115760000
chr7	115780000	116220000
chr7	116240000	116500000
chr7	116520000	116780000
chr7	116800000	117020000
chr7	117040000	117360000
chr7	117380000	117860000
chr7	117880000	118520000
chr7	118540000	118860000
chr7	118880000	119540000
chr7	119560000	119920000
chr7	119940000	120400000
chr7	120420000	120600000
chr7	120620000	120740000
chr7	120760000	120980000
chr7	121000000	121200000
chr7	121220000	121660000
chr7	121680000	122160000
chr7	122180000	122800000
chr7	122820000	123200000
chr7	123220000	123560000
chr7	123580000	123740000
chr7	123760000	124480000
chr7	124500000	125340000
chr7	125360000	126400000
chr7	126420000	126920000
chr7	126940000	127000000
chr7	127020000	127220000
chr7	127240000	127300000
chr7	127320000	127980000
chr7	128000000	128520000
chr7	128540000	128800000
chr7	128820000	129280000
chr7	129300000	129480000
chr7	129500000	129680000
chr7	129700000	130520000
chr7	130540000	130760000
chr7	130780000	131200000
chr7	131220000	131340000
chr7	131360000	131960000
chr7	131980000	132320000
chr7	132340000	134060000
chr7	134080000	134260000
chr7	134280000	134900000
chr7	134920000	135320000
chr7	135340000	135720000
chr7	135740000	136820000
chr7	136840000	137300000
chr7	137320000	137580000
chr7	137600000	137720000
chr7	137740000	138520000
chr7	138540000	138780000
chr7	138800000	139060000
chr7	139080000	139760000
chr7	139780000	140160000
chr7	140180000	140360000
chr7	140380000	140720000
chr7	140740000	141440000
chr7	141460000	142040000
chr7	142320000	142520000
chr7	142540000	142920000
chr7	142940000	143240000
chr7	143560000	143840000
chr7	143860000	144140000
chr7	144160000	144700000
chr7	144720000	145780000
chr7	145800000	146940000
chr7	146960000	147940000
chr7	147960000	148160000
chr7	148180000	148700000
chr7	148720000	148780000
chr7	148800000	149500000
chr7	149520000	149960000
chr7	149980000	150100000
chr7	150120000	150440000
chr7	150460000	150740000
chr7	150760000	150980000
chr7	151000000	151460000
chr7	151480000	151820000
chr7	151840000	152540000
chr7	152560000	153740000
chr7	153760000	154600000
chr7	154620000	155160000
chr7	155180000	155580000
chr7	155600000	156660000
chr7	156680000	157180000
chr7	157200000	158180000
chr7	158200000	158740000
chr8	920000	1660000
chr8	1680000	1800000
chr8	1820000	2040000
chr8	2060000	2340000
chr8	2360000	2660000
chr8	2680000	3060000
chr8	3080000	3480000
chr8	3500000	4660000
chr8	4680000	4880000
chr8	4900000	6060000
chr8	6080000	6240000
chr8	6260000	6680000
chr8	6700000	6900000
chr8	7900000	8020000
chr8	8040000	8560000
chr8	8580000	8860000
chr8	8880000	9020000
chr8	9040000	9220000
chr8	9240000	9780000
chr8	9800000	10300000
chr8	10320000	10720000
chr8	10740000	11160000
chr8	11180000	11400000
chr8	11420000	11600000
chr8	11620000	11960000
chr8	12320000	12460000
chr8	12480000	12680000
chr8	12700000	12880000
chr8	12900000	13540000
chr8	13560000	14100000
chr8	14120000	14720000
chr8	14740000	15240000
chr8	15260000	15640000
chr8	15660000	16020000
chr8	16040000	16620000
chr8	16640000	17060000
chr8	17080000	17420000
chr8	17440000	17560000
chr8	17580000	17800000
chr8	17820000	18720000
chr8	18740000	19200000
chr8	19220000	19700000
chr8	19720000	20040000
chr8	20060000	20240000
chr8	20260000	20840000
chr8	20860000	21780000
chr8	21800000	22000000
chr8	22020000	22240000
chr8	22260000	22460000
chr8	22480000	22900000
chr8	22920000	23280000
chr8	23300000	23600000
chr8	23620000	24080000
chr8	24100000	24300000
chr8	24320000	24940000
chr8	24960000	25340000
chr8	25360000	25980000
chr8	26000000	26240000
chr8	26260000	26460000
chr8	26480000	27120000
chr8	27140000	27280000
chr8	27300000	27480000
chr8	27500000	27640000
chr8	27660000	27860000
chr8	27880000	28300000
chr8	28320000	28460000
chr8	28480000	28600000
chr8	28620000	28900000
chr8	28920000	29160000
chr8	29180000	30000000
chr8	30020000	30480000
chr8	30500000	31080000
chr8	31100000	32400000
chr8	32420000	33500000
chr8	33520000	34940000
chr8	34960000	36000000
chr8	36020000	36660000
chr8	36680000	37600000
chr8	37620000	37960000
chr8	37980000	38260000
chr8	38280000	38620000
chr8	38640000	38840000
chr8	38860000	39760000
chr8	39780000	40080000
chr8	40100000	40880000
chr8	40900000	41380000
chr8	41400000	41700000
chr8	41720000	41780000
chr8	41800000	42020000
chr8	42040000	42240000
chr8	42260000	42540000
chr8	42560000	42700000
chr8	42720000	42940000
chr8	42960000	43540000
chr8	47620000	47820000
chr8	47840000	48100000
chr8	48120000	48180000
chr8	48200000	48680000
chr8	48700000	48860000
chr8	48880000	49860000
chr8	49880000	50140000
chr8	50160000	51320000
chr8	51340000	52440000
chr8	52460000	52720000
chr8	52740000	52940000
chr8	52960000	53440000
chr8	53460000	53620000
chr8	53640000	53880000
chr8	53900000	54480000
chr8	54500000	54720000
chr8	54740000	55100000
chr8	55120000	55400000
chr8	55420000	56400000
chr8	56420000	56660000
chr8	56680000	56980000
chr8	57000000	57120000
chr8	57140000	57820000
chr8	57840000	58280000
chr8	58300000	58960000
chr8	58980000	59340000
chr8	59360000	59600000
chr8	59620000	60940000
chr8	60960000	61320000
chr8	61340000	61540000
chr8	61560000	62040000
chr8	62060000	62500000
chr8	62520000	64080000
chr8	64100000	64220000
chr8	64240000	65380000
chr8	65400000	66500000
chr8	66520000	66940000
chr8	66960000	67340000
chr8	67360000	67520000
chr8	67540000	68000000
chr8	68020000	68420000
chr8	68440000	68720000
chr8	68740000	69440000
chr8	69460000	70540000
chr8	70560000	70820000
chr8	70840000	71000000
chr8	71020000	71600000
chr8	71620000	72700000
chr8	72720000	73140000
chr8	73160000	73920000
chr8	73940000	74160000
chr8	74180000	74580000
chr8	74600000	74940000
chr8	74960000	75240000
chr8	75260000	75840000
chr8	75860000	76300000
chr8	76320000	76420000
chr8	76440000	76560000
chr8	76580000	77240000
chr8	77260000	77900000
chr8	77920000	78320000
chr8	78340000	79260000
chr8	79280000	79540000
chr8	79560000	79840000
chr8	79860000	80540000
chr8	80560000	80940000
chr8	80960000	81140000
chr8	81160000	81500000
chr8	81520000	81900000
chr8	81920000	82160000
chr8	82180000	82640000
chr8	82660000	83220000
chr8	83240000	84740000
chr8	84760000	85520000
chr8	85540000	85960000
chr8	85980000	86200000
chr8	87020000	87080000
chr8	87100000	87540000
chr8	87560000	87860000
chr8	87880000	88620000
chr8	88640000	89320000
chr8	89340000	90240000
chr8	90260000	90720000
chr8	90740000	90980000
chr8	91000000	91620000
chr8	91640000	92120000
chr8	92140000	92400000
chr8	92420000	93060000
chr8	93080000	93820000
chr8	93840000	94660000
chr8	94680000	94980000
chr8	95000000	95540000
chr8	95560000	95760000
chr8	95780000	96280000
chr8	96300000	96860000
chr8	96880000	97260000
chr8	97280000	98200000
chr8	98220000	98580000
chr8	98600000	99120000
chr8	99140000	99500000
chr8	99520000	99980000
chr8	100000000	100380000
chr8	100400000	100900000
chr8	100920000	101140000
chr8	101160000	101560000
chr8	101580000	101860000
chr8	101880000	102300000
chr8	102320000	102620000
chr8	102640000	103240000
chr8	103260000	103660000
chr8	103680000	103860000
chr8	103880000	104020000
chr8	104040000	104520000
chr8	104540000	104720000
chr8	104740000	105500000
chr8	105520000	105780000
chr8	105800000	106840000
chr8	106860000	107620000
chr8	107640000	107880000
chr8	107900000	108820000
chr8	108840000	109760000
chr8	109780000	109840000
chr8	109860000	110340000
chr8	110360000	110740000
chr8	110760000	111040000
chr8	111060000	111840000
chr8	111860000	112360000
chr8	112380000	112840000
chr8	112860000	113780000
chr8	113800000	114460000
chr8	114480000	115080000
chr8	115100000	115480000
chr8	115500000	115820000
chr8	115840000	116080000
chr8	116100000	117460000
chr8	117480000	117760000
chr8	117780000	118080000
chr8	118100000	118340000
chr8	118360000	118820000
chr8	118840000	119160000
chr8	119180000	119640000
chr8	119660000	120100000
chr8	120120000	120460000
chr8	120480000	120820000
chr8	120840000	121080000
chr8	121100000	121460000
chr8	121480000	121640000
chr8	121660000	121940000
chr8	121960000	122260000
chr8	122280000	122640000
chr8	122660000	122840000
chr8	122860000	123640000
chr8	123660000	124160000
chr8	124180000	124440000
chr8	124460000	124780000
chr8	124800000	125500000
chr8	125520000	126060000
chr8	126080000	126720000
chr8	126740000	127820000
chr8	127840000	128240000
chr8	128260000	128740000
chr8	128760000	129700000
chr8	129720000	129920000
chr8	129940000	130780000
chr8	130800000	131120000
chr8	131140000	131740000
chr8	131760000	132840000
chr8	132860000	133080000
chr8	133100000	133160000
chr8	133180000	133800000
chr8	133820000	134200000
chr8	134220000	134480000
chr8	134500000	135020000
chr8	135040000	135680000
chr8	135700000	135900000
chr8	135920000	136440000
chr8	136460000	137760000
chr8	137780000	138420000
chr8	138440000	138540000
chr8	138560000	139000000
chr8	139020000	139140000
chr8	139160000	139720000
chr8	139740000	139960000
chr8	139980000	140360000
chr8	140380000	140620000
chr8	140640000	141140000
chr8	141160000	141460000
chr8	141480000	141660000
chr8	141680000	142180000
chr8	142200000	142400000
chr8	142420000	142820000
chr8	142840000	143580000
chr8	143600000	143800000
chr8	143820000	144360000
chr8	144380000	144640000
chr8	144660000	144880000
chr8	144900000	145000000
chr8	145020000	145140000
chr8	145560000	145700000
chr8	145720000	146020000
chr9	1040000	2100000
chr9	2120000	2840000
chr9	2860000	3220000
chr9	3240000	3700000
chr9	3720000	4340000
chr9	4360000	4680000
chr9	4700000	5620000
chr9	5640000	5760000
chr9	5780000	6040000
chr9	6060000	6320000
chr9	6340000	6760000
chr9	6780000	9980000
chr9	10000000	10300000
chr9	10320000	12660000
chr9	12680000	13400000
chr9	13420000	14420000
chr9	14440000	15140000
chr9	15160000	15680000
chr9	15700000	16160000
chr9	16180000	17040000
chr9	17060000	17500000
chr9	17520000	18200000
chr9	18220000	19020000
chr9	19040000	19460000
chr9	19480000	19900000
chr9	19920000	20320000
chr9	20340000	21140000
chr9	21160000	21780000
chr9	21800000	22240000
chr9	22260000	22480000
chr9	22500000	23840000
chr9	23860000	25940000
chr9	25960000	26660000
chr9	26680000	27300000
chr9	27320000	27600000
chr9	27620000	30920000
chr9	30940000	31800000
chr9	31820000	32320000
chr9	32340000	32580000
chr9	32600000	33020000
chr9	33040000	33260000
chr9	33280000	33560000
chr9	33580000	33760000
chr9	33780000	34340000
chr9	34360000	34640000
chr9	34660000	35080000
chr9	35100000	35920000
chr9	35940000	36360000
chr9	36380000	37440000
chr9	37460000	37860000
chr9	37880000	38380000
chr9	38400000	38940000
chr9	70900000	71620000
chr9	71640000	71980000
chr9	72000000	72520000
chr9	72540000	72880000
chr9	72900000	73240000
chr9	73260000	73880000
chr9	73900000	74180000
chr9	74200000	74400000
chr9	74420000	74640000
chr9	74660000	74880000
chr9	74900000	75440000
chr9	75460000	75780000
chr9	75800000	77360000
chr9	77380000	77740000
chr9	77760000	78960000
chr9	78980000	79320000
chr9	79340000	79780000
chr9	79800000	81000000
chr9	81020000	84100000
chr9	84120000	85560000
chr9	85580000	86220000
chr9	86240000	86540000
chr9	86560000	86960000
chr9	86980000	88400000
chr9	88420000	89000000
chr9	89020000	89540000
chr9	89560000	89920000
chr9	89940000	90280000
chr9	90300000	90520000
chr9	90540000	91200000
chr9	91220000	91920000
chr9	91940000	92180000
chr9	92700000	92880000
chr9	92900000	93640000
chr9	93660000	94180000
chr9	94200000	94480000
chr9	94500000	94840000
chr9	94860000	95860000
chr9	95880000	96380000
chr9	96400000	96740000
chr9	96760000	97020000
chr9	97040000	97900000
chr9	97920000	98240000
chr9	98260000	99080000
chr9	99100000	99600000
chr9	99620000	100140000
chr9	100160000	100400000
chr9	100420000	100700000
chr9	100720000	101060000
chr9	101080000	101540000
chr9	101560000	101940000
chr9	101960000	102560000
chr9	102580000	102760000
chr9	102780000	103360000
chr9	103380000	104160000
chr9	104180000	104320000
chr9	104340000	106880000
chr9	106900000	107200000
chr9	107220000	107500000
chr9	107520000	108200000
chr9	108220000	108640000
chr9	108660000	110140000
chr9	110160000	111600000
chr9	111620000	112280000
chr9	112300000	112980000
chr9	113000000	113400000
chr9	113420000	114120000
chr9	114140000	114840000
chr9	114860000	115140000
chr9	115160000	115600000
chr9	115620000	115920000
chr9	115940000	116440000
chr9	116460000	116820000
chr9	116840000	117100000
chr9	117120000	117400000
chr9	117420000	117780000
chr9	117800000	118320000
chr9	118340000	119440000
chr9	119460000	122100000
chr9	122120000	123320000
chr9	123340000	123940000
chr9	123960000	124240000
chr9	124260000	124840000
chr9	124860000	125200000
chr9	125220000	125600000
chr9	125620000	126140000
chr9	126160000	126800000
chr9	126820000	127140000
chr9	127160000	127620000
chr9	127640000	128140000
chr9	128160000	129240000
chr9	129260000	129580000
chr9	129600000	129960000
chr9	129980000	130200000
chr9	130220000	130660000
chr9	130680000	130920000
chr9	130940000	131800000
chr9	131820000	132400000
chr9	132420000	132580000
chr9	133300000	133560000
chr9	133580000	133940000
chr9	133960000	134220000
chr9	134240000	134400000
chr9	134420000	134620000
chr9	134640000	135200000
chr9	135220000	135860000
chr9	135880000	136360000
chr9	136380000	136600000
chr9	136620000	136980000
chr9	137000000	137340000
chr9	137360000	138400000
chr9	138420000	139300000
chr9	139320000	139620000
chr9	139640000	140140000
chr9	140160000	140460000
chr10	500000	1100000
chr10	1120000	2920000
chr10	2940000	3220000
chr10	3240000	4820000
chr10	4840000	5440000
chr10	5460000	5700000
chr10	5720000	5960000
chr10	5980000	6460000
chr10	6480000	7540000
chr10	7560000	7780000
chr10	7800000	7860000
chr10	7880000	8940000
chr10	8960000	9340000
chr10	9360000	11480000
chr10	11500000	11820000
chr10	11840000	12240000
chr10	12260000	12760000
chr10	12780000	13140000
chr10	13160000	13380000
chr10	13400000	13640000
chr10	13660000	13860000
chr10	13880000	14500000
chr10	14520000	14900000
chr10	14920000	15200000
chr10	15220000	15420000
chr10	15440000	15900000
chr10	15920000	16840000
chr10	16860000	17280000
chr10	17300000	17640000
chr10	18240000	18980000
chr10	19000000	20080000
chr10	20100000	21120000
chr10	21140000	21560000
chr10	21580000	21780000
chr10	21800000	22220000
chr10	22240000	22600000
chr10	22620000	23380000
chr10	23400000	24860000
chr10	24880000	25360000
chr10	25380000	26000000
chr10	26020000	26560000
chr10	26580000	26880000
chr10	26900000	27180000
chr10	27200000	27640000
chr10	27660000	28500000
chr10	28520000	28700000
chr10	28720000	28900000
chr10	28920000	29760000
chr10	29780000	30220000
chr10	30240000	30620000
chr10	30640000	30960000
chr10	30980000	32080000
chr10	32100000	32660000
chr10	32680000	34920000
chr10	34940000	35360000
chr10	35380000	35520000
chr10	35540000	35880000
chr10	35900000	37140000
chr10	37160000	37760000
chr10	37780000	38080000
chr10	38100000	38340000
chr10	38360000	38860000
chr10	42580000	43320000
chr10	43340000	43620000
chr10	43640000	44120000
chr10	44140000	44900000
chr10	44920000	45400000
chr10	47500000	47780000
chr10	49360000	49880000
chr10	49900000	50600000
chr10	50620000	50760000
chr10	51980000	52480000
chr10	52500000	52760000
chr10	52780000	53160000
chr10	53180000	54000000
chr10	54020000	54560000
chr10	54580000	54960000
chr10	54980000	55360000
chr10	55380000	57860000
chr10	57880000	59420000
chr10	59440000	59900000
chr10	59920000	60980000
chr10	61000000	61360000
chr10	61380000	61820000
chr10	61840000	62200000
chr10	62220000	62540000
chr10	62560000	63060000
chr10	63080000	63620000
chr10	63640000	64900000
chr10	64920000	65600000
chr10	65620000	65780000
chr10	65800000	68700000
chr10	68720000	69540000
chr10	69560000	70120000
chr10	70140000	70700000
chr10	70720000	70900000
chr10	70920000	71160000
chr10	71180000	71400000
chr10	71420000	71880000
chr10	71900000	72180000
chr10	72200000	72640000
chr10	72660000	73040000
chr10	73060000	73600000
chr10	73620000	74100000
chr10	74120000	74940000
chr10	74960000	75540000
chr10	75560000	75900000
chr10	75920000	75980000
chr10	76000000	77000000
chr10	77020000	77140000
chr10	77160000	77800000
chr10	77820000	78060000
chr10	78080000	78340000
chr10	78360000	78880000
chr10	78900000	79560000
chr10	79580000	79780000
chr10	79800000	81060000
chr10	81080000	81240000
chr10	81260000	82020000
chr10	82040000	82300000
chr10	82320000	82400000
chr10	82420000	82780000
chr10	82800000	86340000
chr10	86360000	88140000
chr10	88160000	88380000
chr10	88400000	88680000
chr10	88700000	88900000
chr10	88920000	89260000
chr10	89280000	89540000
chr10	89560000	90320000
chr10	90340000	90580000
chr10	90600000	90700000
chr10	90720000	90980000
chr10	91000000	91520000
chr10	91540000	92620000
chr10	92640000	93060000
chr10	93080000	93480000
chr10	93500000	93720000
chr10	93740000	94240000
chr10	94260000	94640000
chr10	94660000	95120000
chr10	95140000	95280000
chr10	95300000	95640000
chr10	95660000	96320000
chr10	96340000	97140000
chr10	97160000	97420000
chr10	97440000	97700000
chr10	97720000	98100000
chr10	98120000	98780000
chr10	98800000	99020000
chr10	99040000	99160000
chr10	99180000	99460000
chr10	99480000	99880000
chr10	99900000	100200000
chr10	100220000	101120000
chr10	101140000	101500000
chr10	101520000	102020000
chr10	102040000	102280000
chr10	102300000	102760000
chr10	102780000	103340000
chr10	103360000	103560000
chr10	103580000	103860000
chr10	103880000	104420000
chr10	104440000	105100000
chr10	105120000	105340000
chr10	105360000	105640000
chr10	105660000	106120000
chr10	106140000	108360000
chr10	108380000	109580000
chr10	109600000	110300000
chr10	110320000	111600000
chr10	111620000	112040000
chr10	112060000	112340000
chr10	112360000	113400000
chr10	113420000	113880000
chr10	113900000	114240000
chr10	114260000	114900000
chr10	114920000	115380000
chr10	115400000	115900000
chr10	115920000	116200000
chr10	116220000	116600000
chr10	116620000	116900000
chr10	116920000	118220000
chr10	118240000	118300000
chr10	118320000	118560000
chr10	118580000	118960000
chr10	118980000	119240000
chr10	119260000	120000000
chr10	120020000	120280000
chr10	120300000	120860000
chr10	120880000	121320000
chr10	121340000	121660000
chr10	121680000	122160000
chr10	122180000	122680000
chr10	122700000	123640000
chr10	123660000	123980000
chr10	124000000	124320000
chr10	124340000	125320000
chr10	125340000	125740000
chr10	125760000	126120000
chr10	126140000	126460000
chr10	126480000	126680000
chr10	126700000	127500000
chr10	127520000	128780000
chr10	128800000	129280000
chr10	129300000	129640000
chr10	129660000	130000000
chr10	130020000	131940000
chr10	131960000	133120000
chr10	133140000	133700000
chr10	133720000	133960000
chr10	133980000	134460000
chr10	134480000	134600000
chr10	134620000	135100000
chr11	540000	800000
chr11	820000	1060000
chr11	1080000	1600000
chr11	1620000	2060000
chr11	2080000	2180000
chr11	2200000	2420000
chr11	2440000	2560000
chr11	2580000	2960000
chr11	2980000	3440000
chr11	3460000	3820000
chr11	3840000	4160000
chr11	4180000	4600000
chr11	4620000	5060000
chr11	5080000	5440000
chr11	5460000	5980000
chr11	6000000	6380000
chr11	6400000	6740000
chr11	6760000	7080000
chr11	7100000	7460000
chr11	7480000	7720000
chr11	7740000	8000000
chr11	8020000	8140000
chr11	8160000	8640000
chr11	8660000	8940000
chr11	8960000	9180000
chr11	9200000	9480000
chr11	9500000	9600000
chr11	9620000	9760000
chr11	9780000	10400000
chr11	10420000	10780000
chr11	10800000	11040000
chr11	11060000	11800000
chr11	11820000	12040000
chr11	12060000	12300000
chr11	12320000	12960000
chr11	12980000	13220000
chr11	13240000	13420000
chr11	13440000	13700000
chr11	13720000	14300000
chr11	14320000	14480000
chr11	14500000	14940000
chr11	14960000	15120000
chr11	15140000	15260000
chr11	15280000	15640000
chr11	15660000	16760000
chr11	16780000	17120000
chr11	17140000	17200000
chr11	17220000	17360000
chr11	17380000	17560000
chr11	17580000	18040000
chr11	18060000	18860000
chr11	18880000	19560000
chr11	19580000	19940000
chr11	19960000	20100000
chr11	20120000	20380000
chr11	20400000	20660000
chr11	20680000	22220000
chr11	22240000	22300000
chr11	22320000	22860000
chr11	22880000	23540000
chr11	23560000	24440000
chr11	24460000	25760000
chr11	25780000	26000000
chr11	26020000	26280000
chr11	26300000	26700000
chr11	26720000	27200000
chr11	27220000	27560000
chr11	27580000	28120000
chr11	28140000	28720000
chr11	28740000	29380000
chr11	29400000	30340000
chr11	30360000	31060000
chr11	31080000	31380000
chr11	31400000	32040000
chr11	32060000	32300000
chr11	32320000	32820000
chr11	32840000	33140000
chr11	33160000	33340000
chr11	33360000	33820000
chr11	33840000	34140000
chr11	34160000	34400000
chr11	34420000	34520000
chr11	34540000	34920000
chr11	34940000	35480000
chr11	35500000	36280000
chr11	36300000	36540000
chr11	36560000	36680000
chr11	36700000	37460000
chr11	37480000	37900000
chr11	37920000	38820000
chr11	38840000	39380000
chr11	39400000	40160000
chr11	40180000	40300000
chr11	40320000	41240000
chr11	41260000	41480000
chr11	41500000	41800000
chr11	41820000	42560000
chr11	42580000	42660000
chr11	42680000	43340000
chr11	43360000	43460000
chr11	43480000	43900000
chr11	43920000	44080000
chr11	44100000	44580000
chr11	44600000	44940000
chr11	44960000	45140000
chr11	45160000	45360000
chr11	45380000	45840000
chr11	45860000	46220000
chr11	46240000	46360000
chr11	46380000	46680000
chr11	46700000	46820000
chr11	46840000	47180000
chr11	47200000	47440000
chr11	47460000	47640000
chr11	47660000	47840000
chr11	47860000	48160000
chr11	48180000	48960000
chr11	48980000	49200000
chr11	49220000	49540000
chr11	49560000	50020000
chr11	50040000	50340000
chr11	55580000	55640000
chr11	55660000	56580000
chr11	56600000	57060000
chr11	57080000	57440000
chr11	57460000	57580000
chr11	57600000	58300000
